排序,一级分类,二级分类,评估项目,操作描述,所需材料,适用年龄,是否必答,评分_a_分值,评分_a_标签,评分_a_说明,评分_b_分值,评分_b_标签,评分_b_说明,评分_c_分值,评分_c_标签,评分_c_说明,评分_d_分值,评分_d_标签,评分_d_说明,评分_e_分值,评分_e_标签,评分_e_说明
133,里程碑评估-3（30-48个月）,对话,对话（13M）,在听完25段个15个字的小故事后，能就每段故事回答2个问题,,30-48月,是,0,错误,,0.5,25段 10个字各1个问题,,1,25段 15个字各2个问题,,,,,,,
134,里程碑评估-3（30-48个月）,对话,对话（14M）,能够用 8 个以上的字来描绘 25 个不同的事件、视频、故事等（如：“告诉我发生了什么？”，“大家都被大妖怪吓坏了，全部逃进屋子里了”）,,30-48月,是,0,错误,,0.5,5个字，12个,,1,8个字，25个,,,,,,,
135,里程碑评估-3（30-48个月）,对话,对话（15M）,能就 10 个主题的每一个主题回答 4 个不同而依序的特殊疑问句（如：谁带你去学校？你上哪个学校？你上学带什么东西？）,,30-48月,是,0,错误,,0.5,5个主题，3个问题,,1,10个主题，4个问题,,,,,,,
136,里程碑评估-2（18-30个月）,集体技能,集体技能（6M）,能在集体吃点心或午饭时坐在桌边 3 分钟而没有不良行为,,18-30月,是,0,错误,,0.5,1分钟,,1,3分钟,,,,,,,
137,里程碑评估-2（18-30个月）,集体技能,集体技能（7M）,在80%的情况下，只用一个口头辅助，就能够放好个人物品、排队或会走到桌子边上来,,18-30月,是,0,错误,,0.5,两次以上的辅助,,1,一次语言辅助,,,,,,,
138,里程碑评估-2（18-30个月）,集体技能,集体技能（8M）,仅需要一次手势或语言辅助就能进行活动间的转换,,18-30月,是,0,错误,,0.5,两次或更多的辅助,,1,一次手势或语言辅助,,,,,,,
139,里程碑评估-2（18-30个月）,集体技能,集体技能（9M）,在80%的情况下，能够在小组里坐下并达 5 分钟而没有扰乱行为或企图离开小组,,18-30月,是,0,错误,,0.5,三人或以上的小组两分钟,,1,三人或以上的小组五分钟,,,,,,,
140,里程碑评估-2（18-30个月）,集体技能,集体技能（10M）,在80%的情况下，能够在小组里坐达 10 分钟，有 50%的时间能注意老师和材料、并能对老师的 5 个指令做出反应,,18-30月,是,0,错误,,0.5,3人或以上的小组10分钟，33％ 2个指令,,1,3人或以上的小组10分钟，50％ 5个指令,,,,,,,
141,里程碑评估-3（30-48个月）,集体技能,集体技能（11M）,仅在语言辅助下就能使用厕所并洗手,,30-48月,是,0,错误,,0.5,需形体辅助,,1,在语言辅助下,,,,,,,
142,里程碑评估-3（30-48个月）,集体技能,集体技能（12M）,能在 3 个或更多孩子的小组中对 5 个不同的集体指令或问题做出反应，而不需要辅助（如：全体起立，谁穿了红色的T 恤？）,,30-48月,是,0,错误,,0.5,3个或3个以上  2个问题,,1,3个或3个以上  5个问题,,,,,,,
143,里程碑评估-3（30-48个月）,集体技能,集体技能（13M）,能够在集体中独立工作 5 分钟，并能 50%的时间内做规定的任务,,30-48月,是,0,错误,,0.5,3个或个以上 2分钟，50%,,1,5个或5个以上 5分钟50%,,,,,,,
144,里程碑评估-3（30-48个月）,集体技能,集体技能（14M）,能在5个或更多的孩子的集体教学中，15分钟的课程能学会2个新的行为,,30-48月,是,0,错误,,0.5,5个字，12个,,1,8个字，25个,,,,,,,
145,里程碑评估-3（30-48个月）,集体技能,集体技能（15M）,能坐在包括 5 个孩子的小组中上课达 20 分钟而没有破坏性行为，并且回答 5 个对话性问题,,30-48月,是,0,错误,,0.5,5个主题，3个问题,,1,10个主题，4个问题,,,,,,,
146,里程碑评估-2（18-30个月）,语言结构,语言结构（6M）,孩子表达了 10 个命名，而熟悉的大人即使没有看到孩子命名之物也能够明白孩子的意思,,18-30月,是,0,错误,,0.5,5个,,1,10个,,,,,,,
147,里程碑评估-2（18-30个月）,语言结构,语言结构（7M）,有100个听者反映词汇量,,18-30月,是,0,错误,,0.5,50个,,1,100个,,,,,,,
148,里程碑评估-2（18-30个月）,语言结构,语言结构（8M）,每天发出 10 个除仿说以外的任何形式的两个字的短语,,18-30月,是,0,错误,,0.5,5个,,1,10个,,,,,,,
149,里程碑评估-2（18-30个月）,语言结构,语言结构（9M）,一天内在 5 个情景发出具有功能意义的语音,,18-30月,是,0,错误,,0.5,2个,,1,5个,,,,,,,
150,里程碑评估-2（18-30个月）,语言结构,语言结构（10M）,具有 300 个字的讲者词汇量（包括除仿说以外的所有语言操作元素）,,18-30月,是,0,错误,,0.5,200个,,1,300个,,,,,,,
151,里程碑评估-3（30-48个月）,语言结构,语言结构（11M）,能够结合10个词跟名词与其附属后缀和结合10个词根名词与其所有格后缀而发出名词之变形,,30-48月,否,0,错误,,0.5,10,,1,20,,,,,,,
152,里程碑评估-3（30-48个月）,语言结构,语言结构（12M）,能够结合10个词根动词及其规则，过去时后缀和10个词根动词及其将来时连缀而发出动词之变形,,30-48月,否,0,错误,,0.5,10,,1,20,,,,,,,
153,里程碑评估-3（30-48个月）,语言结构,语言结构（13M）,能够发出 10 个不同的其中包含至少 3 个单字和 2 个修饰字（如：形容词、介词、代词）的名词词组（如：他是我的小木偶、我要巧克力冰淇淋）,,30-48月,是,0,错误,,0.5,5个,,1,10个,,,,,,,
154,里程碑评估-3（30-48个月）,语言结构,语言结构（14M）,能够发出 10 个不同的包含至少 3 个词和 2 个修饰词（如：副词、介词、代词）的动词词组（如：更重一点地推我、从台阶往上走）,,30-48月,是,0,错误,,0.5,5个,,1,10个,,,,,,,
155,里程碑评估-3（30-48个月）,语言结构,语言结构（15M）,能够将名词词组和动词词组连接起来从而产生 10 个不同的句法正确且其中包含至少 5 个字的句子（如：这狗舔我脸）,,30-48月,是,0,错误,,0.5,5个,,1,3人或以上的小组10分钟，33％ 2个指令,,,,,,,
156,里程碑评估-3（30-48个月）,阅读,阅读（11M）,当大人为孩子读书时孩子能有 75%的时间注意书籍（TO：3 分钟）,,30-48月,是,0,错误,,0.5,50.00%,,1,75.00%,,,,,,,
157,里程碑评估-3（30-48个月）,阅读,阅读（12M）,能够从 5 个字母的组合中选择正确的大写字母，共能选择 10 不同的字母（区别性听者技能）,,30-48月,是,0,错误,,0.5,5个,,1,10个,,,,,,,
158,里程碑评估-3（30-48个月）,阅读,阅读（13M）,能在听到指令后命名 10 个大写字母,,30-48月,是,0,错误,,0.5,5个,,1,10个,,,,,,,
159,里程碑评估-3（30-48个月）,阅读,阅读（14M）,能够读自己的名字,,30-48月,是,0,错误,,0.5,,,1,能读出自己的名字,,,,,,,
160,里程碑评估-3（30-48个月）,阅读,阅读（15M）,能从5个一组的图片实物或字中完成5个字或实物图片的配对,,30-48月,是,0,错误,,0.5,3个组合，3个,,1,5个组合，5个,,,,,,,
161,里程碑评估-3（30-48个月）,书写,书写（11M）,在大人书写工具和书写平面进行示范时，孩子能够模仿 5 个不同的书写动作,,30-48月,是,0,错误,,0.5,3个,,1,5个,,,,,,,
162,里程碑评估-3（30-48个月）,书写,书写（12M）,能在80%的情况下独立的临摹五个不同的几何图形，并且描线与原线间的距离不大于0.6厘米,,30-48月,是,0,错误,,0.5,5种，不超过1.2厘米,,1,5种，不超过0.6厘米,,,,,,,
163,里程碑评估-3（30-48个月）,书写,书写（13M）,能够仿写 10 个端正可读的字母或数字,,30-48月,是,0,错误,,0.5,5个,,1,10个,,,,,,,
164,里程碑评估-3（30-48个月）,书写,书写（14M）,能够拼写自己的名字并可辨认,,30-48月,是,0,错误,,0.5,近似的拼写,,1,清晰正确的拼写,,,,,,,
165,里程碑评估-3（30-48个月）,书写,书写（15M）,仿写 26 个大小写字母达到可以辨读的程度,,30-48月,是,0,错误,,0.5,近似的仿写,,1,清晰的仿写,,,,,,,
166,里程碑评估-3（30-48个月）,数学,数学（11M）,能在5个1组的数字组合中，对数字1-5做出正确的听者反应,,30-48月,是,0,错误,,0.5,1到3,,1,1到5,,,,,,,
167,里程碑评估-3（30-48个月）,数学,数学（12M）,命名 1~5 的数字,,30-48月,是,0,错误,,0.5,任意3个数字,,1,1到5,,,,,,,
168,里程碑评估-3（30-48个月）,数学,数学（13M）,能按数取物1-5,,30-48月,是,0,错误,,0.5,1到3,,1,1到5,,,,,,,
169,里程碑评估-3（30-48个月）,数学,数学（14M）,能对8组衡量的比较做出正确的听者反应,,30-48月,是,0,错误,,0.5,6组,,1,8组,,,,,,,
170,里程碑评估-3（30-48个月）,数学,数学（15M）,能进行数字与数量的配对，1-5,,30-48月,是,0,错误,,0.5,1到3,,1,1到5,,,,,,,
171,障碍评估,障碍评估,负面行为的评估记分方法,1分 孩子有一些较小的行为问题(如偶尔的哭诉或哭闹)，但它们很短和很快地恢复到普通的情绪\n2分 孩子每天都发生种种小的负面行为(如哭闹、语言拒绝、躺到地上)\n3分 孩子发生更严重和更频繁的负面行为(如发脾气、丢东西、破坏物品)\n4分 负面行为每天发生多次且呈现出对自己和他人造成危险(如攻击、破坏物品或自伤行为),,,是,1,,,2,,,3,,,4,,,,,
172,障碍评估,障碍评估,不听从指令的评估记分方法,1分 某些要求会引起孩子小的固执行为，但孩子通常还是对大人的指令合作的，并且很快地恢复到情境中\n2分 孩子一天中几次发生小脾气或其它固执的行为，当他得不到他想要的东西时，很难让他停止这些行为\n3分 不服从的频率增加，引发不服从行为的情景范围扩大，试图逃避要求的行为的严重程度增加\n4分 孩子的不服从行为成为每天的主要问题，如果大人有要求或者是大人的要求不停止，孩子就会立刻发生强烈和严重的不服从行为，如攻击性或破坏东西的行为,,,是,1,,,2,,,3,,,4,,,,,
173,障碍评估,障碍评估,提要求技能问题的评估记分方法,1分 在VB-MAPP里程碑评估中孩子在听者技能和命名方面得分比他在提要求方面的得分高，这表明该孩子提要求的能力落后于他在其他方面的语言技能\n2分 尽管孩子在命名、听者辨别技能和仿说技能方面都很强，他提出要求的数量很少并且局限于小范围的或具体的强化物\n3分 孩子依赖辅助而提要求，并且表现出死记硬背或者猜测的方式，不恰当的要求或者很少自发地提要求\n4分 孩子没有任何功能性的提要求或者以频繁的负面行为来提要求,,,是,1,,,2,,,3,,,4,,,,,
174,障碍评估,障碍评估,命名技能问题的评估计分方法,1分 孩子能命名一些物品和有较好的仿说技能，但他的听觉辨别的词汇明显多于他命名的词汇\n2分 孩子命名时出现频繁的错误、猜测，或命名局限于某种方式的辅助(如大人唇形的辅助)和需要频繁的维持训练\n3分 命名明显有缺陷，表现为不能泛化、缺乏自觉性、死记硬背，在训练中表现出逃避行为，或无法超越单一字的命名\n4分 孩子的命名技能基本不存在或局限于几个命名,,,是,1,,,2,,,3,,,4,,,,,
175,障碍评估,障碍评估,动作模仿方面问题的评估计分方法,1分 孩子能够模仿，但他在VB-MAPP中模仿得分低于里程碑的其他技能\n2分 孩子容易获得一些粗大动作模仿反应或模仿使用物品，但在精细动作模仿、两步模仿、功能性模仿方面有很大困难\n3分 孩子的模仿局限于肢体或语言的辅助\n4分 孩子没有模仿技能，或者如果他能模仿，但从不自发地或是以功能性的方式去模仿,,,是,1,,,2,,,3,,,4,,,,,
176,障碍评估,障碍评估,仿说问题的评估计分方法,1分 如果孩子有仿说，但是他在VB-MAPP中仿说技能的得分低于里程碑其他技能\n2分 仿说辅助依赖和因为依赖，而从仿说转化到新的操作性语言出现困难\n3分 孩子的仿说能力变得太强，表现为鹦鹉学舌式的语言或延迟性的仿说式语言\n4分 孩子不能获得任何反说行为，试图教导反说行为，可能会引起一系列的负面行为,,,是,1,,,2,,,3,,,4,,,,,
177,障碍评估,障碍评估,视觉配对问题的评估计分方法,1分 孩子表现出一些配对能力，但他在VP-MTS配对得分低于其他的里程碑技能，特别是听者辨认能力\n2分 孩子在学习配对时的选择行为，受到方位的影响或局限于小的系列\n3分 孩子已获得一些配对技能，但是他们没有与他的其他技能成比例的进步，在尝试进一步发展样本配对的过程中，还表现出了负面行为\n4分孩子尽管有了一些其他的技能，但是不能获得任何有效的配对方面的进步或发展，或在他的日常生活环境中没有表现出任何功能性的配对方式。,,,是,1,,,2,,,3,,,4,,,,,
178,障碍评估,障碍评估,听者技能问题的评估计分方法,1分 孩子表现出某些听者技能，但他的听者技能得分低于其他的里程碑技能，特别是它的命名得分\n2分 孩子表现出不能扫描组合或注意样本刺激，或者在样本呈现之前做出反应\n3分 孩子获得了一些听者技能，但是这些技能没有进步，与其他的技能不成比例，或者无法在自然环境中泛化样本配对辨别\n4分 孩子不能获得任何有效的听者技能，或者获得了这个技能，但是他都是死记硬背的，或者在日常生活里从不表现出任何形式的功能性,,,是,1,,,2,,,3,,,4,,,,,
179,障碍评估,障碍评估,对话技能问题的评估计分方法,1分 孩子能表现出一些对话反应，但他的对话得分明显低于里程碑。第二阶段里的其他技能，特别是命名听者进\n2分 孩子的对话错误发生频繁，或者他在某些方式上变得辅助依赖，如倾向于反说辅助或命名辅助\n3分 孩子死记硬背的反应频繁，变成一个明显问题，或者孩子从不发起自发的对话行为，或与同伴发生对话行为\n4分 孩子尽管有很强的提要求命名和LRFFC技能，但却不能发展出任何有效的或功能性的对话行为,,,是,1,,,2,,,3,,,4,,,,,
180,障碍评估,障碍评估,社交技能问题的评估计分方法,1分 孩子表现出社交行为，但是他的社交技能得分落后于其他的里程碑得分\n2分 孩子很少模仿同伴的社交互动，或者他表现出社交上的负面行为，如抢夺其他人的玩具，推人或其他形式的攻击行为\n3分 在游戏期间，孩子独立呆着，不与其他孩子轮流和分享。对于同伴的要求没有回应或表现出不与其他同伴语言互动的痕迹\n4分 孩子有语言能力，但主动回避其他的孩子，在面对一个社交环境的时候，可能出现一些负面行为或者不恰当的行为。另外，在活动过程中，对同伴的要求，他可能几乎从不回应,,,是,1,,,2,,,3,,,4,,,,,
181,障碍评估,障碍评估,依赖辅助的评估计分方法,1分 孩子常常需要几个辅助训练和辅助消退，才能学习新的技\n2分 辅助撤退常常很困难，特别是伴随更难的技能\n3分 嗯，辅助撤退很难，他的言语能力也是有限的，辅助可能是不容易察觉\n4分 辅助撤退非常困难。大多数技能通过反说，模仿或语言辅助依赖，没有辅助时，孩子也可能出现一些负面行为,,,是,1,,,2,,,3,,,4,,,,,
182,障碍评估,障碍评估,猜想式反映的评估计分方法,1分 孩子再增加一些新词语时，偶尔出现猜想，但在少许辨认训练之后，它停止了猜想反应，常常表现出可靠的掌握和泛化这些词语\n2分 猜测是一个平凡的问题，在引进新词语时常常发生，它可能需要在新旧词汇之间有数个辨别训练，但最终孩子能获得这些新词语，其后很少继续猜测这些词\n3分 猜测反复出现，这意味着孩子可能在开始就没理解过这些词语\n4分 猜测发生在每个训练中，如果辅助没有及时提供修正，反复猜测的行为可能有很长一段失败的历史，只有少数一些词语没有出现猜测。,,,是,1,,,2,,,3,,,4,,,,,
183,障碍评估,障碍评估,扫视技能问题的评估方法,1分 孩子在没有辅助观测的情况下，能观测6-8个物品的组合，但在大于10个物品的组合中或在组合中有相似刺激物时，开始有困难\n2分 孩子一定要借助频繁的辅助去注意所展示的组合，常常不能从大于五个物品的组合中或从书中的一个场景，或从一幅画里选择正确的目标\n3分 孩子局限于2-3个物品的组合，只能通过碰巧或某种方式的辅助选择正确的物品\n4分 孩子不能扫视，没有扫视之前就反映或在要求他扫视时表现出负面行为,,,是,1,,,2,,,3,,,4,,,,,
184,障碍评估,障碍评估,条件性辨别问题的评估计分方法,1分 孩子在条件性辨别方面需要更多的努力，孩子注意两个前因时有难\n2分 孩子在刺激包含多种语言成分时有困难，他能对每一个独立的刺激和在其他语言操作条件里做出正确反应，但不在一个组合的语言有条件辨别，你做出正确反应\n3分 孩子不能通过大多数含有条件性辨别的任务\n4分 孩子不能做条件性辨别方面的任务,,,是,1,,,2,,,3,,,4,,,,,
185,障碍评估,障碍评估,泛化技能问题的评估计分方法,1分 孩子对刺激物泛化的任何类型或任何一种技能表现出某种形式的困难\n2分 孩子在多数技能上需要正式的训练，才能有泛化\n3分 对孩子进行泛化训练是费力的，常常非常不成功，孩子经常失去那些曾经被认为是通过泛化了的技能\n4分 孩子对未军训练的刺激不能表现出任何泛化,,,是,1,,,2,,,3,,,4,,,,,
186,障碍评估,障碍评估,薄弱或非典型动机的评估计分方法,1分 其他人开始注意到孩子的动机与普通发展，儿童稍有不同\n2分 孩子对古怪行为模式表现出动机，比如重复完一个物品或古怪的身体，手臂，腿或手指的姿势\n3分 孩子对先天性强化物如睡觉食物或去除疼痛。动机方面表现出反常动机，或者在与一个渴望的物品短时接触后，动机会很快减弱\n4分 孩子有可能表现出高频率的刻板行为和对社交性强化极少兴趣，如孩子的动机非常受局限，也许只有2-3种，他们可能有奇怪的动机,,,是,1,,,2,,,3,,,4,,,,,
187,障碍评估,障碍评估,动机易消问题的评估计分分,1分 如果对孩子的要求远远超于强化物，孩子可能对强化物失去兴趣。如果要求太高，孩子表现出某些兴趣的不足\n2分 如果孩子对许多物品和活动有较强的兴趣，但在要求超过一点点或不在常规程序中时，他很快离开这些物品，或失去对这些物品的兴趣\n3分 如果孩子对要求反应几次以后很快表现出兴趣缺失\n4分 如果对孩子，哪怕只有一点点要求，他就将放弃那些被认为是他最喜欢的强化物,,,是,1,,,2,,,3,,,4,,,,,
188,障碍评估,障碍评估,依赖强化物的评估计分方法,1分 孩子更喜欢消耗性和有形的物品，但通过赞扬和关注也能得到强化。尽管它在没有得到这些首选的强化物时可能表现出一些勉强，但最后还是做了并持续学习新技能\n2分 如果没有得到首选的强化物，孩子就不愿意做，或者没有他们时学习很慢，但他愿意接受间接性强化和表现出一致的技能增长\n3分 如果没有频繁的给予消耗性和有形的强化物与孩子教学就很困难，孩子可能很快出现负面行为或试图避免大人要求和教学任务\n4分 如果建立一个单一技能，非得消耗大量消耗性和有形的强化物，并且必须得到这个强化物才能维持这个技能,,,是,1,,,2,,,3,,,4,,,,,
189,障碍评估,障碍评估,自我刺激问题的评估计分方法,1分 孩子从事了某种自我刺激但这不是太严重的问题，并且似乎不对抗学习或其他动\n2分 孩子自我刺激行为频率相当高，并且他可能发出一些不同类型的自我刺激行为\n3分 孩子进行高频率的自我刺激与学习和社会活动竞争，用语言训斥时也不能停止或仅暂时的停止\n4分 孩子几乎不断的发出一些自我刺激的行为，并且其他强化物对他的影响乱,,,是,1,,,2,,,3,,,4,,,,,
190,障碍评估,障碍评估,有的清晰度问题的评估计分方法,1分 孩子发某些音有一些困难，但与他的已有词汇一般可以被理解，并且它的发音连续的好转\n2分 尽管孩子表现出大多数第二阶段里程碑的许多能力但陌生人理解孩子的发音仍然有困难\n3分 孩子有非常有限的发音技能，表现出一个广泛的发音错误\n4分 尽管孩子在其他底层杯得分高，但他没有发音或有完全不能理解的语言,,,是,1,,,2,,,3,,,4,,,,,
191,障碍评估,障碍评估,全部行为问题的评估计分方法,1分 孩子表现出某些微小的执着，但他们容易被克服，并不妨碍学习执着。可以你理解为倔强，但这些问题行为常常在于其同一性\n2分孩只有数个不同的执着，在得不到满足时，常常发出一些轻微的负面行为，但他在执着受到稚子时也能参加到学习任务中，而没有进一步的破坏行为\n3分 孩子出现数个不同的执着行为，其程度非常强烈。如果他们被打断的话，他迅速和强烈的发起的负面行为妨碍了学习。如果他没有完成痴迷的行为，就常常不愿意参加到任务或活动中来\n4分 孩子的执着是一致的，强烈的是每一天中的主要问题，如果这种执着得不到满足他的负面行为，就可能是严重的,,,是,1,,,2,,,3,,,4,,,,,
192,障碍评估,障碍评估,多动问题的评估计分方法,1分 偶尔出现多动行为或不能参加正在进行的活动或事件，但这些行为不破坏学习和日常生活，孩子将容易平静下来或伴随某些微小的辅助，就能够致力于手边的任务\n2分 孩子在环境中频繁的来回走动，似乎坐立不安，致力于任务有困难，尤其任务本身困难时\n3分 大人很难控制孩子的多动行为，他可能不能排队等候，平静的坐着，保持任务九分钟以上，需要频繁的辅助才能专注的静坐，完成一个活动\n4分 孩子一致的忙个不停，并且多动行为是每天中的重要焦点,,,是,1,,,2,,,3,,,4,,,,,
193,障碍评估,障碍评估,目光接触问题的评估计分方法,1分 大人注意到孩子没有类似于普通发展孩子的眼神交流\n2分 孩子没有类似于普通发展，孩子那样频繁的眼神交流或注意面部和别人\n3分 孩子在提要求时，没有眼神交流，在大多数情况下难以得到他的眼神交流\n4分 孩子几乎没有眼神交流，并且避免看别人的面部,,,是,1,,,2,,,3,,,4,,,,,
194,障碍评估,障碍评估,感觉防御问题的评估计分方法,1分 大人开始注意到，孩子对一些感觉刺激的过敏，不同于其他的孩子\n2分 某些感觉刺激常常影响到孩子，但防御性刺激不常常妨碍学习活动\n3分 孩子常常对特定的感觉刺激，做出逃避行为的反应，特别是在厌恶刺激不消除的情况下，可能很难与孩子做沟通\n4分 孩子对特定的感觉刺激一贯的你更严重的负面行为做出反应，如脾气和击,,,是,1,,,2,,,3,,,4,,,,,
195,转衔评估,第一类：VB-MAPP得分和学业独立性,VB-MAPP里程碑评估总分,1分 里程碑评估得分为 0-25 分\n2分 里程碑评估得分为 26-50 分\n3分 里程碑评估得分为 51-100 分\n4分 里程碑评估得分为 101-135 分\n5分 里程碑评估得分为 136-170 分,,,是,1,,,2,,,3,,,4,,,5,,
196,转衔评估,第一类：VB-MAPP得分和学业独立性,VB-MAPP障碍评估总分,1分 障碍评估得分为 56-96 分\n2分 障碍评估得分为 31-55 分\n3分 障碍评估得分为 21-30 分\n4分 障碍评估得分为 11-20分\n5分 障碍评估得分为 0-10 分,,,是,1,,,2,,,3,,,4,,,5,,
197,转衔评估,第一类：VB-MAPP得分和学业独立性,在VB-MAPP障碍评估中负面行为和教学控制方面的得分,1分 障碍评估中，不良行为和教育控制的总分为6-7分\n2分 障碍评估中，不良行为和教育控制的总分为 5分\n3障碍评估中，不良行为和教育控制的总分为  3-4 分\n4分 障碍评估中，不良行为和教育控制的总分为2 分\n5分 儿童没有行为问题。在障碍评估中的得分为0或1 分,,,是,1,,,2,,,3,,,4,,,5,,
198,转衔评估,第一类：VB-MAPP得分和学业独立性,在VB-MAPP里程碑评估中教室规则和集体技能方面的得分,1分 集体技能里程碑得分为 2 分\n2分 集体技能里程碑得分为 3-4 分\n3分 集体技能里程碑得分为 5-67分\n4分 集体技能里程碑得分为 8-9分\n5分 集体技能里程碑得分为 10 分,,,是,1,,,2,,,3,,,4,,,5,,
199,转衔评估,第一类：VB-MAPP得分和学业独立性,在VB-MAPP里程碑评估中社会行为和社交游戏方面的得分,1分 里程碑估计中，社交行为和社交游戏的得分为 2-3 分\n2分 里程碑估计中，社交行为和社交游戏的得分为4-5分\n3分 里程碑估计中，社交行为和社交游戏的得分为 6-9 分\n4分 里程碑估计中，社交行为和社交游戏的得分为 10-12 分\n5分 里程碑估计中，社交行为和社交游戏的得分为 13-15 分,,,是,1,,,2,,,3,,,4,,,5,,
200,转衔评估,第一类：VB-MAPP得分和学业独立性,在学业任务方面的工作独立性,1分 能够独立的完成学业任务至少30秒，并不超过1个成人的提示\n2分 能独立的完成学业任务，至少一分钟并不超过一个成人的提示\n3分 能独立的完成学业任务至少两分钟，并不需要成人的提示\n4分 能独立的完成学业任务至少五分钟，并不需要成人的示\n5分 能独立的完成学业任务至少十分钟，并不需要成人的提示,,,是,1,,,2,,,3,,,4,,,5,,
201,转衔评估,第二类：学习模式,技能泛化于时间、环境、行为、材料和人物,1分 能泛化到一些新的技能，与不同的人物和时间，但是不容易在材料中泛化\n2分 能泛化到一些新的材料，但仅仅是在密集的泛化训练之后\n3分 在自然环境中的十个场景，能表现出独立的刺激泛化\n4分 在自然环境中的十个场景，能表现出独立的反应泛化\n5分 在第一或第二次训练时，能持续的表现出刺激和反应的泛化,,,是,1,,,2,,,3,,,4,,,5,,
202,转衔评估,第二类：学习模式,起强化作用的物品和物件的范围,1分 频繁的需要强化物，并且主要是食物，饮料和肢体接触\n2分 强化物是有形的感觉或操纵性的，像玩具因果关系的物品，音乐娃娃\n3分 强化物是社交性的同伴，介入社交的有关场所，并且频率较低，主要用于教学的就是习得的强化物\n4分 强化物是间断的，社交性的，自动的，并包含广泛的物品和活动\n5分 强化物是间断的，社交性的，适龄的，各种各样的，并且包含语言信息转换也很频繁,,,是,1,,,2,,,3,,,4,,,5,,
203,转衔评估,第二类：学习模式,获得新技能的速度,1分 通常需要两周或以上的训练，以及成百上千次的练习，才能获得一个新的技能\n2分 需要至少一周的训练和百次或以上的练习才能获得一个新的目标\n3分 一周平均少于50次的回合练习就能获得几个新的目标金\n4分 一周平均少于25次的练习就能获得几个新的目标技能\n5分 每天平均少于五次练习，就能一致的获得一些新的目标技能,,,是,1,,,2,,,3,,,4,,,5,,
204,转衔评估,第二类：学习模式,新技能的维持,1分 新技能在教导环节中正确之后能维持至少十分钟\n2分 新技能这教导环节中，正确之后能维持至少一个小时\n3分 在教导中，已经以正确得分后的新技能，至少可以维持24小时，伴随五次或更少的维持性回合训练\n4分 24小时后仍能维持一项新的技能，而不需要维持的训练\n5分 通常能维持所获得的技能至少一周，而不需要维持的练习,,,是,1,,,2,,,3,,,4,,,5,,
205,转衔评估,第二类：学习模式,在自然环境中学习,1分 无需密集的教导，就能在自然环境中获得两个新的动作技能\n2分 无需密集的教导，就能在自然环境中获得五个新的提要求或命名\n3分 无需密集的教导，就能在自然环境中获得25个新的提要求或命名\n4分 无需密集的教导，就能在自然环境中获得25个新的对话\n5分 无需密集的教导，每天都能在自然环境或集体环境中轻易并持续的学习到新的技能,,,是,1,,,2,,,3,,,4,,,5,,
206,转衔评估,第二类：学习模式,未经训练就能表现出语言操作元素之间的转换,1分 需要两个或更少的转换回合，就能将两个语言行为从仿说转化为提要求或命名\n2分 不需要转换回合，就能将五个语言行为从仿说转换为提要求或命名\n3分 不需要训练，就能将十个语言行为从命名到提要求的转换\n4分 不需要训练，就能将十个话题或者事件从命名转化为对话\n5分 每天都表现出转换技能，包括说话的高级方面和所有的讲者与听者,,,是,1,,,2,,,3,,,4,,,5,,
207,转衔评估,第三类：自理能力、独立性和自我指导,对变化的适应能力,1分 在语言提前的预告下，能适应一些细微的变化，但可能会表现出一些不良行为\n2分 能够接受细微的变化，会表现出一些忧虑，对于改变需要大量的预告\n3分 对变化会抱怨和生气可能会有些固执，但最后能接受改变\n4分 能快速的适应变化，并不会出现不良的行为，但会表现出细微的焦虑信号\n5分儿童能很好的适应规则的改变，能忽视或处理其他的干扰和变化,,,是,1,,,2,,,3,,,4,,,5,,
208,转衔评估,第三类：自理能力、独立性和自我指导,自发行为,1分 会出现一些自发的行为，但大多数语言和社交技能需要提升\n2分 会出现很多自发性的行为，但大部分都是非语言行为\n3分 每天都自发地提要求和命名若干次\n4分 每天能自发地提要求命名，对话和语言性，社交性行为数字\n5分 在里程碑评估中，16个领域的大多数中能出现恰当的自发性行为,,,是,1,,,2,,,3,,,4,,,5,,
209,转衔评估,第三类：自理能力、独立性和自我指导,自我玩耍和休闲技能,1分 里程碑评估中，独立玩耍的得分为3分\n2分 里程碑评估中，独立玩耍的得分为5分\n3分 里程碑评估中，独立玩耍的得分为8分\n4分 里程碑评估中，独立玩耍的得分为11分\n5分 里程碑评估中，独立玩耍的得分为14分,,,是,1,,,2,,,3,,,4,,,5,,
210,转衔评估,第三类：自理能力、独立性和自我指导,一般的自理能力,1分 不能独立自理，但当成人提供个人照料时，不会出现不良行为\n2分 需要语言或身体提示来完成自我服务任务\n3分需要大量的语言提示，但会尝试大概的自我服务任务\n4分 能自动地完成自我服务任务，并且通常会主动做好，但仍然需要语言提示\n5分 有动力能主动做好大多数技能能泛化，但可能需要语言提示,,,是,1,,,2,,,3,,,4,,,5,,
