"排序","一级分类","二级分类","评估项目","操作描述","所需材料","适用年龄","是否必答","评分_a_分值","评分_a_标签","评分_a_说明","评分_b_分值","评分_b_标签","评分_b_说明","评分_c_分值","评分_c_标签","评分_c_说明","评分_d_分值","评分_d_标签","评分_d_说明","评分_e_分值","评分_e_标签","评分_e_说明"
"169","行为副测验","社交互动-SR","动作及动静","正常/怪异动作","","","是","0","严重","","1","轻微","","2","恰当","","","","","","",""
"170","行为副测验","社交互动-SR","能恰当地回应测试员","不察觉/被动","","","是","0","严重","","1","轻微","","2","恰当","","","","","","",""
"171","行为副测验","社交互动-SR","对物质奖励有反应","不一致/无","","","是","0","严重","","1","轻微","","2","恰当","","","","","","",""
"172","行为副测验","社交互动-SR","对社交赞赏有反应","不一致/无","","","是","0","严重","","1","轻微","","2","恰当","","","","","","",""
"173","照顾者报告","儿童现时发展程度","沟通表现（例如：模仿声音、牙牙学语、跟从指令、与人说话及明白他人说话内容）","与其他没有特殊需要的儿童比较，请估计现时你的孩子在以下表现，约为几岁水平？","","","是","0","<2岁","","1","2-3岁","","2","3-4岁","","3","4-5岁","","4","5-7岁",""
"174","照顾者报告","儿童现时发展程度","大小肌肉能力（例如：使用肌肉来活动及使用手部操控物件）","与其他没有特殊需要的儿童比较，请估计现时你的孩子在以下表现，约为几岁水平？","","","是","0","<2岁","","1","2-3岁","","2","3-4岁","","3","4-5岁","","4","5-7岁",""
"175","照顾者报告","儿童现时发展程度","社交能力（例如：享受拥抱及谈话、与人交往、合作地玩耍、交朋友及跟随游戏规则）","与其他没有特殊需要的儿童比较，请估计现时你的孩子在以下表现，约为几岁水平？","","","是","0","<2岁","","1","2-3岁","","2","3-4岁","","3","4-5岁","","4","5-7岁",""
"176","照顾者报告","儿童现时发展程度","自理能力（例如：进食/饮、穿衣、洗澡和如厕）","与其他没有特殊需要的儿童比较，请估计现时你的孩子在以下表现，约为几岁水平？","","","是","0","<2岁","","1","2-3岁","","2","3-4岁","","3","4-5岁","","4","5-7岁",""
"177","照顾者报告","儿童现时发展程度","思考能力（例如：完成砌图、找寻隐藏物件及解决问题）","与其他没有特殊需要的儿童比较，请估计现时你的孩子在以下表现，约为几岁水平？","","","是","0","<2岁","","1","2-3岁","","2","3-4岁","","3","4-5岁","","4","5-7岁",""
"178","照顾者报告","儿童现时发展程度","整体能力（所有技巧）","与其他没有特殊需要的儿童比较，请估计现时你的孩子在以下表现，约为几岁水平？","","","是","0","<2岁","","1","2-3岁","","2","3-4岁","","3","4-5岁","","4","5-7岁",""
"179","照顾者报告","诊断类别及程度","语言障碍-诊断类别","你的孩子是否属于以下问题类别？","","","是","0","不是","","1","不知道","","2","是","","","","","","",""
"180","照顾者报告","诊断类别及程度","语言障碍-对孩子发展的影响程度","请选择对孩子发展的影响程度","","","是","0","严重","","1","中度","","2","轻微","","","","","","",""
"181","照顾者报告","诊断类别及程度","自闭症-诊断类别","你的孩子是否属于以下问题类别？","","","是","0","不是","","1","不知道","","2","是","","","","","","",""
"182","照顾者报告","诊断类别及程度","自闭症-对孩子发展的影响程度","请选择对孩子发展的影响程度","","","是","0","严重","","1","中度","","2","轻微","","","","","","",""
"183","照顾者报告","诊断类别及程度","情绪困扰-诊断类别","你的孩子是否属于以下问题类别？","","","是","0","不是","","1","不知道","","2","是","","","","","","",""
"184","照顾者报告","诊断类别及程度","情绪困扰-对孩子发展的影响程度","请选择对孩子发展的影响程度","","","是","0","严重","","1","中度","","2","轻微","","","","","","",""
"185","照顾者报告","诊断类别及程度","学习障碍-诊断类别","你的孩子是否属于以下问题类别？","","","是","0","不是","","1","不知道","","2","是","","","","","","",""
"186","照顾者报告","诊断类别及程度","学习障碍-对孩子发展的影响程度","请选择对孩子发展的影响程度","","","是","0","严重","","1","中度","","2","轻微","","","","","","",""
"187","照顾者报告","诊断类别及程度","智力迟缓-诊断类别","你的孩子是否属于以下问题类别？","","","是","0","不是","","1","不知道","","2","是","","","","","","",""
"188","照顾者报告","诊断类别及程度","智力迟缓-对孩子发展的影响程度","请选择对孩子发展的影响程度","","","是","0","严重","","1","中度","","2","轻微","","","","","","",""
"189","照顾者报告","诊断类别及程度","专注力不足/过度活跃症-诊断类别","你的孩子是否属于以下问题类别？","","","是","0","不是","","1","不知道","","2","是","","","","","","",""
"190","照顾者报告","诊断类别及程度","专注力不足/过度活跃症-对孩子发展的影响程度","请选择对孩子发展的影响程度","","","是","0","严重","","1","中度","","2","轻微","","","","","","",""
"191","照顾者报告","诊断类别及程度","亚氏保加症-诊断类别","你的孩子是否属于以下问题类别？","","","是","0","不是","","1","不知道","","2","是","","","","","","",""
"192","照顾者报告","诊断类别及程度","亚氏保加症-对孩子发展的影响程度","请选择对孩子发展的影响程度","","","是","0","严重","","1","中度","","2","轻微","","","","","","",""
"193","照顾者报告","诊断类别及程度","精神分裂症-诊断类别","你的孩子是否属于以下问题类别？","","","是","0","不是","","1","不知道","","2","是","","","","","","",""
"194","照顾者报告","诊断类别及程度","精神分裂症-对孩子发展的影响程度","请选择对孩子发展的影响程度","","","是","0","严重","","1","中度","","2","轻微","","","","","","",""
"195","照顾者报告","诊断类别及程度","广泛发展障碍-诊断类别","你的孩子是否属于以下问题类别？","","","是","0","不是","","1","不知道","","2","是","","","","","","",""
"196","照顾者报告","诊断类别及程度","广泛发展障碍-对孩子发展的影响程度","请选择对孩子发展的影响程度","","","是","0","严重","","1","中度","","2","轻微","","","","","","",""
"197","照顾者报告","诊断类别及程度","蕾特氏症-诊断类别","你的孩子是否属于以下问题类别？","","","是","0","不是","","1","不知道","","2","是","","","","","","",""
"198","照顾者报告","诊断类别及程度","蕾特氏症-对孩子发展的影响程度","请选择对孩子发展的影响程度","","","是","0","严重","","1","中度","","2","轻微","","","","","","",""
"199","照顾者报告","诊断类别及程度","其他-诊断类别","你的孩子是否属于以下问题类别？","","","是","0","不是","","1","不知道","","2","是","","","","","","",""
"200","照顾者报告","诊断类别及程度","其他-对孩子发展的影响程度","请选择对孩子发展的影响程度","","","是","0","严重","","1","中度","","2","轻微","","","","","","",""
"201","照顾者报告","问题行为-PB","缺乏或不适当的眼神接触、缺乏面部表情以及缺乏沟通上的身体语言","0分 此问题有出现，程度是严重\n1分 此问题有出现，程度是轻微/中度\n2分 此问题没有出现","","","是","0","严重","此问题有出现，程度是严重","1","轻微/中度","此问题有出现，程度是轻微/中度","2","没有出现","此问题没有出现","","","","","",""
"202","照顾者报告","问题行为-PB","语言发展迟缓或完全不说话","0分 此问题有出现，程度是严重\n1分 此问题有出现，程度是轻微/中度\n2分 此问题没有出现","","","是","0","严重","此问题有出现，程度是严重","1","轻微/中度","此问题有出现，程度是轻微/中度","2","没有出现","此问题没有出现","","","","","",""
"203","照顾者报告","问题行为-PB","经常投入在一个或多个重复的兴趣或活动，兴趣异常强烈，或者兴趣过分狭窄","0分 此问题有出现，程度是严重\n1分 此问题有出现，程度是轻微/中度\n2分 此问题没有出现","","","是","0","严重","此问题有出现，程度是严重","1","轻微/中度","此问题有出现，程度是轻微/中度","2","没有出现","此问题没有出现","","","","","",""
"204","照顾者报告","问题行为-PB","不能如其他同龄孩子一样发展友谊","0分 此问题有出现，程度是严重\n1分 此问题有出现，程度是轻微/中度\n2分 此问题没有出现","","","是","0","严重","此问题有出现，程度是严重","1","轻微/中度","此问题有出现，程度是轻微/中度","2","没有出现","此问题没有出现","","","","","",""
"205","照顾者报告","问题行为-PB","有适当的言语，但不能主动与人开展对话或与人保持对话","0分 此问题有出现，程度是严重\n1分 此问题有出现，程度是轻微/中度\n2分 此问题没有出现","","","是","0","严重","此问题有出现，程度是严重","1","轻微/中度","此问题有出现，程度是轻微/中度","2","没有出现","此问题没有出现","","","","","",""
"206","照顾者报告","问题行为-PB","坚持某个/某些重复而没实际功能的常规或仪式","0分 此问题有出现，程度是严重\n1分 此问题有出现，程度是轻微/中度\n2分 此问题没有出现","","","是","0","严重","此问题有出现，程度是严重","1","轻微/中度","此问题有出现，程度是轻微/中度","2","没有出现","此问题没有出现","","","","","",""
"207","照顾者报告","问题行为-PB","不会自发地与人分享开心的活动、有趣的事物或成功的事情","0分 此问题有出现，程度是严重\n1分 此问题有出现，程度是轻微/中度\n2分 此问题没有出现","","","是","0","严重","此问题有出现，程度是严重","1","轻微/中度","此问题有出现，程度是轻微/中度","2","没有出现","此问题没有出现","","","","","",""
"208","照顾者报告","问题行为-PB","使用重复或古怪的言语","0分 此问题有出现，程度是严重\n1分 此问题有出现，程度是轻微/中度\n2分 此问题没有出现","","","是","0","严重","此问题有出现，程度是严重","1","轻微/中度","此问题有出现，程度是轻微/中度","2","没有出现","此问题没有出现","","","","","",""
"209","照顾者报告","问题行为-PB","出现重复的身体活动，例如拍打或摆动手/手指、扭曲身体或作出复杂的身体动作","0分 此问题有出现，程度是严重\n1分 此问题有出现，程度是轻微/中度\n2分 此问题没有出现","","","是","0","严重","此问题有出现，程度是严重","1","轻微/中度","此问题有出现，程度是轻微/中度","2","没有出现","此问题没有出现","","","","","",""
"210","照顾者报告","问题行为-PB","与人沟通时，不表达自己感受或不回应别人所表达的情绪","0分 此问题有出现，程度是严重\n1分 此问题有出现，程度是轻微/中度\n2分 此问题没有出现","","","是","0","严重","此问题有出现，程度是严重","1","轻微/中度","此问题有出现，程度是轻微/中度","2","没有出现","此问题没有出现","","","","","",""
"211","照顾者报告","个人自理-PSC","在饭餐或小食时间，你的孩子会否拿起细小食物、咀嚼然后吞咽？","0分 不会自行放食物进口中、咀嚼及吞咽\n1分 在放食物进口中、咀嚼及吞咽过程会出现问题\n2分 能自行把食物放进口中、咀嚼及吞咽而没出现问题","","","是","0","不能做到","不会自行放食物进口中、咀嚼及吞咽","1","部分做到","在放食物进口中、咀嚼及吞咽过程会出现问题","2","能做到","能自行把食物放进口中、咀嚼及吞咽而没出现问题","","","","","",""
"212","照顾者报告","个人自理-PSC","在饭餐或小食时间，你的孩子能否以一只手拿起杯及饮用时不弄泻？","0分 需要协助才能以杯进饮\n1分 未能灵巧地以杯进饮及饮用时会弄泻\n2分 能以一只手拿起杯及饮用时不弄泻","","","是","0","不能做到","需要协助才能以杯进饮","1","部分做到","未能灵巧地以杯进饮及饮用时会弄泻","2","能做到","能以一只手拿起杯及饮用时不弄泻","","","","","",""
"213","照顾者报告","个人自理-PSC","在饭餐时，你的孩子能否以匙羹和叉自行进食？","0分 未能使用任何一种餐具自行进食\n1分 能以匙羹或叉自行进食一点食物\n2分 能以匙羹和叉自行进食，或许进食时会有一点食物跌在桌子上","","","是","0","不能做到","未能使用任何一种餐具自行进食","1","部分做到","能以匙羹或叉自行进食一点食物","2","能做到","能以匙羹和叉自行进食，或许进食时会有一点食物跌在桌子上","","","","","",""
"214","照顾者报告","个人自理-PSC","在饭餐或小食时间，你的孩子能否拿起一个盛着饮品的小容器，然后把饮品倒进一个杯内而只有少许弄泻？","0分 从未尝试把饮品倒进杯内，或把饮品倒进杯内时会大量弄泻\n1分 尝试把饮品倒进杯内时会有一些弄泻\n2分 能把饮品倒进杯内而只有少许弄泻","","","是","0","不能做到","从未尝试把饮品倒进杯内，或把饮品倒进杯内时会大量弄泻","1","部分做到","尝试把饮品倒进杯内时会有一些弄泻","2","能做到","能把饮品倒进杯内而只有少许弄泻","","","","","",""
"215","照顾者报告","个人自理-PSC","在饭餐或小食时间后，你的孩子能否自行洗手和洗脸？","0分 未尝试自己洗手和洗脸\n1分 尝试自己洗手和洗脸，但需要成人协助\n2分 不需要成人协助下，能自行以水和肥皂洗手和洗脸","","","是","0","不能做到","未尝试自己洗手和洗脸","1","部分做到","尝试自己洗手和洗脸，但需要成人协助","2","能做到","不需要成人协助下，能自行以水和肥皂洗手和洗脸","","","","","",""
"216","照顾者报告","个人自理-PSC","你的孩子能否自行洗澡？","0分 未尝试自行洗澡\n1分 尝试自行洗澡，但需要成人协助\n2分 不需要成人协助，能自行洗澡","","","是","0","不能做到","未尝试自行洗澡","1","部分做到","尝试自行洗澡，但需要成人协助","2","能做到","不需要成人协助，能自行洗澡","","","","","",""
"217","照顾者报告","个人自理-PSC","在饭餐或小食时间后，你的孩子能否自行刷牙？","0分 未尝试自行刷牙\n1分 尝试刷牙，但需要成人协助\n2分 能自行刷牙而不需要成人协助","","","是","0","不能做到","未尝试自行刷牙","1","部分做到","尝试刷牙，但需要成人协助","2","能做到","能自行刷牙而不需要成人协助","","","","","",""
"218","照顾者报告","个人自理-PSC","你的孩子能否自行脱衣服？","0分 需要很多协助才能脱衣服\n1分 尝试自行脱衣服，但需要成人协助\n2分 能自行脱衣服而不需要成人协助","","","是","0","不能做到","需要很多协助才能脱衣服","1","部分做到","尝试自行脱衣服，但需要成人协助","2","能做到","能自行脱衣服而不需要成人协助","","","","","",""
"219","照顾者报告","个人自理-PSC","你的孩子能否自行完成穿衣服过程，包括绑鞋带？","0分 需要很多协助才能穿衣服\n1分 尝试自行完成穿衣服过程，但需要成人协助\n2分 能自行完成穿衣服过程，包括绑鞋带，而不需要成人协助","","","是","0","不能做到","需要很多协助才能穿衣服","1","部分做到","尝试自行完成穿衣服过程，但需要成人协助","2","能做到","能自行完成穿衣服过程，包括绑鞋带，而不需要成人协助","","","","","",""
"220","照顾者报告","个人自理-PSC","你的孩子能否自行挑选当日要穿的衣服，包括能选择适合当日天气及活动的衣服？","0分 未能独立选择合适衣服\n1分 在成人协助下，能选择适合当日天气及活动的衣服\n2分 能独立选择适合当日天气及活动的衣服","","","是","0","不能做到","未能独立选择合适衣服","1","部分做到","在成人协助下，能选择适合当日天气及活动的衣服","2","能做到","能独立选择适合当日天气及活动的衣服","","","","","",""
"221","照顾者报告","个人自理-PSC","你的孩子能否使用厕所如厕而没有意外（遗尿/遗便）？","0分 未能使用厕所如厕\n1分 需成人协助才能使用厕所如厕，而每星期超过两次意外\n2分 无需成人协助，能使用厕所如厕，而每星期不多过两次意外","","","是","0","不能做到","未能使用厕所如厕","1","部分做到","需成人协助才能使用厕所如厕，而每星期超过两次意外","2","能做到","无需成人协助，能使用厕所如厕，而每星期不多过两次意外","","","","","",""
"222","照顾者报告","个人自理-PSC","你的孩子能否记得他/她的玩具或其他日常物件的摆放位置？","0分 未能记得物件的摆放位置\n1分 如经过练习，能记得一些物件的摆放位置\n2分 能记得他/她的玩具或其他日常物件的摆放位置","","","是","0","不能做到","未能记得物件的摆放位置","1","部分做到","如经过练习，能记得一些物件的摆放位置","2","能做到","能记得他/她的玩具或其他日常物件的摆放位置","","","","","",""
"223","照顾者报告","个人自理-PSC","你的孩子是否整晚都能安睡？","0分 很少可以整晚安睡\n1分 有时整晚都能安睡\n2分 通常整晚都能安睡","","","是","0","不能做到","很少可以整晚安睡","1","部分做到","有时整晚都能安睡","2","能做到","通常整晚都能安睡","","","","","",""
"224","照顾者报告","适应行为-AB","你的孩子会否在一天之中自发转换活动？能否无须你的帮助，从一项活动转至另一项活动？","0分 喜欢不断重复同一项活动\n1分 偶然会尝试新活动或转换活动\n2分 在一天之中，会自发转换活动","","","是","0","严重","喜欢不断重复同一项活动","1","轻微","偶然会尝试新活动或转换活动","2","恰当","在一天之中，会自发转换活动","","","","","",""
"225","照顾者报告","适应行为-AB","你的孩子会否望着周围的人？当对人说话或有人对他/她说话时，会否望着对方的脸？","0分 避开与人有眼神接触\n1分 有时与人有眼神接触\n2分 经常与人有眼神接触","","","是","0","严重","避开与人有眼神接触","1","轻微","有时与人有眼神接触","2","恰当","经常与人有眼神接触","","","","","",""
"226","照顾者报告","适应行为-AB","如果你拥抱你的孩子，他/她会否正面地回应你？他/她会否自发拥抱别人？","0分 被熟识的成人拥抱时，他/她有负面反应或表现被动\n1分 被熟识的成人拥抱时，他/她有时会有正面回应\n2分 被熟识的成人拥抱时，他/她经常会有正面回应","","","是","0","严重","被熟识的成人拥抱时，他/她有负面反应或表现被动","1","轻微","被熟识的成人拥抱时，他/她有时会有正面回应","2","恰当","被熟识的成人拥抱时，他/她经常会有正面回应","","","","","",""
"227","照顾者报告","适应行为-AB","你的孩子会否对身边发生的事显得有兴趣？会否主动走去观看有趣的事情以及尝试加入其活动？","0分 对身边所发生的事显得没有兴趣\n1分 对身边所发生的事显得有少许兴趣\n2分 常常四处观看以及回应身边所发生的事","","","是","0","严重","对身边所发生的事显得没有兴趣","1","轻微","对身边所发生的事显得有少许兴趣","2","恰当","常常四处观看以及回应身边所发生的事","","","","","",""
"228","照顾者报告","适应行为-AB","你的孩子会否望着周围的孩子？会否主动地接近其他同龄孩子以及尝试与他们一起玩耍？","0分 通常独自玩耍\n1分 有时会主动接近其他同龄孩子以及与他们一起玩耍\n2分 常常会主动接近其他同龄孩子以及尝试与他们一起玩耍","","","是","0","严重","通常独自玩耍","1","轻微","有时会主动接近其他同龄孩子以及与他们一起玩耍","2","恰当","常常会主动接近其他同龄孩子以及尝试与他们一起玩耍","","","","","",""
"229","照顾者报告","适应行为-AB","当有新活动时，你的孩子会否参与？会否毫无犹疑地尝试不同的新经验？","0分 常常自顾自进行自己的活动，被打扰时显得不快\n1分 在尝试新活动前，会表现犹疑不决\n2分 毫无犹疑地尝试不同的新活动","","","是","0","严重","常常自顾自进行自己的活动，被打扰时显得不快","1","轻微","在尝试新活动前，会表现犹疑不决","2","恰当","毫无犹疑地尝试不同的新活动","","","","","",""
"230","照顾者报告","适应行为-AB","你的孩子是否可以快速地学习新技巧？你有否发现他/她常常用新学的技巧？","0分 很少学习新技巧，通常投入于仪式化行为\n1分 有时会学习新技巧\n2分 能经常学习新技巧","","","是","0","严重","很少学习新技巧，通常投入于仪式化行为","1","轻微","有时会学习新技巧","2","恰当","能经常学习新技巧","","","","","",""
"231","照顾者报告","适应行为-AB","你的孩子是否投入于每天所发生的事情？是否表现明白现实世界，而无显得混沌或「脱离现实」？","0分 经常自我刺激，不投入环境中的事和物\n1分 有时投入于环境中的事和物，但有时脱离现实\n2分 身体上和心智上都经常投入于环境中的事和物","","","是","0","严重","经常自我刺激，不投入环境中的事和物","1","轻微","有时投入于环境中的事和物，但有时脱离现实","2","恰当","身体上和心智上都经常投入于环境中的事和物","","","","","",""
"232","照顾者报告","适应行为-AB","你的孩子在玩玩具时有否出现假想的情节？会否以人的特性加入成为玩具的性情，赋予玩具生命力？","0分 没有假想的情节，似是对玩具或物件的部分表现过分着迷\n1分 有时玩玩具时有假想的情节\n2分 经常玩玩具时有假想的情节","","","是","0","严重","没有假想的情节，似是对玩具或物件的部分表现过分着迷","1","轻微","有时玩玩具时有假想的情节","2","恰当","经常玩玩具时有假想的情节","","","","","",""
"233","照顾者报告","适应行为-AB","你的孩子能否常常在日常活动中表现已有的常识，以及避免发生意外或受伤？他/她会否在感到挫败时，克制自己而不会咬或拍打自己？","0分 经常使自己受伤，或在感到挫败时咬或拍打自己\n1分 玩耍时有时表现笨拙和可能会使自己受伤\n2分 玩耍时经常表现很小心和能避免发生意外或受伤","","","是","0","严重","经常使自己受伤，或在感到挫败时咬或拍打自己","1","轻微","玩耍时有时表现笨拙和可能会使自己受伤","2","恰当","玩耍时经常表现很小心和能避免发生意外或受伤","","","","","",""
"234","照顾者报告","适应行为-AB","你的孩子能否安定地坐或立，而没有如摇晃、拍打手或其他怪异动作？","0分 在坐或立时经常做出怪异的动作\n1分 有时站立竖直和能安坐，但当感到疲倦时，有时会做出怪异的动作\n2分 站立时竖直和能安坐，并没有怪异的动作","","","是","0","严重","在坐或立时经常做出怪异的动作","1","轻微","有时站立竖直和能安坐，但当感到疲倦时，有时会做出怪异的动作","2","恰当","站立时竖直和能安坐，并没有怪异的动作","","","","","",""
"235","照顾者报告","适应行为-AB","你的孩子会否主动地请你留意他/她的成功表现？","0分 不会因自己的成功而表现满足\n1分 很少或不恒常地对自己的成功表现满足\n2分 经常主动地请你留意他/她的成功表现","","","是","0","严重","不会因自己的成功而表现满足","1","轻微","很少或不恒常地对自己的成功表现满足","2","恰当","经常主动地请你留意他/她的成功表现","","","","","",""
"236","照顾者报告","适应行为-AB","你的孩子会否与其他孩子一起玩耍？","0分 对在场的孩子没有兴趣\n1分 会对在场的孩子有反应\n2分 会回应及与其他孩子一起玩耍","","","是","0","严重","对在场的孩子没有兴趣","1","轻微","会对在场的孩子有反应","2","恰当","会回应及与其他孩子一起玩耍","","","","","",""
"237","照顾者报告","适应行为-AB","你的孩子能否不需你的协助而从一个房间走到另一个房间？","0分 不察觉环境，需要协助才能在转换活动时到另一个房间\n1分 不常常自行从一个房间走到另一个房间，或需成人协助才能做到\n2分 能无需成人协助，从一个房间走到另一个房间","","","是","0","严重","不察觉环境，需要协助才能在转换活动时到另一个房间","1","轻微","不常常自行从一个房间走到另一个房间，或需成人协助才能做到","2","恰当","能无需成人协助，从一个房间走到另一个房间","","","","","",""
"238","照顾者报告","适应行为-AB","你的孩子会否在行人路行走时和过马路前在街角停顿？","0分 不察觉在街上行走时所需要注意的事情\n1分 会在行人路行走，但需要你协助才会在街角停顿\n2分 会在行人路行走、在街角停顿和等待你与他/她一起过马路","","","是","0","严重","不察觉在街上行走时所需要注意的事情","1","轻微","会在行人路行走，但需要你协助才会在街角停顿","2","恰当","会在行人路行走、在街角停顿和等待你与他/她一起过马路","","","","","",""
