"排序","一级分类","二级分类","评估项目","操作描述","所需材料","适用年龄","是否必答","评分_a_分值","评分_a_标签","评分_a_说明","评分_b_分值","评分_b_标签","评分_b_说明","评分_c_分值","评分_c_标签","评分_c_说明","评分_d_分值","评分_d_标签","评分_d_说明","评分_e_分值","评分_e_标签","评分_e_说明"
"117","里程碑评估-2（18-30个月）","LRFFC","LRFFC（7M）","根据每次展示的 5 之组合中的一个食品或饮料（其他还有 4 个非食物或非饮料的物件），并在“你吃的东西……”和“你喝的东西……”的语言填空指令下，能够选择 5 个不同的食物或饮料","","18-30月","是","0","错误","","0.5","3个","","1","5个","","","","","","",""
"118","里程碑评估-2（18-30个月）","LRFFC","LRFFC（8M）","在 25 个不同的关于功能特性类别之听者行为的口述条件下（如“你可以坐在上面的……”），能够从 8 个物品的组合中选择一件正确的物件完成填空","","18-30月","是","0","错误","","0.5","6个","","1","8个","","","","","","",""
"119","里程碑评估-2（18-30个月）","LRFFC","LRFFC（9M）","在分别听到 25 个不同的与功能特性类别听者反应有关的含有“什么”、“哪个”或“谁”的动词及名称问题时（如：你乘坐什么？什么在叫？谁会蹦跳？），能够从 10 个物品的组合中（或从一本书中）选择正确的物件","","18-30月","是","0","错误","","0.5","8个","","1","10个","","","","","","",""
"120","里程碑评估-2（18-30个月）","LRFFC","LRFFC（10M）","能够在 50%的与功能特性类别之听者反应有关的训练回合中自发地命名目标之物（如：在听到语言指令“找一个动物”并看到一个包含狗的图画的组合时，孩子能说狗）","","18-30月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"121","里程碑评估-3（30-48个月）","LRFFC","LRFFC（11M）","能够从一个含有 3 个相似刺激（如：相似的颜色、形状、或类别，但它们都是错误的选择）的 10 件物品中选择正确的目标，共完成 25 个不同的特殊疑问句和 LRFFC 任务","","30-48月","是","0","错误","","0.5","12个","","1","25个","","","","","","",""
"122","里程碑评估-3（30-48个月）","LRFFC","LRFFC（12M）","根据 2 个语言成分而从书上选择目标项目，这些语言成分可以是特性（如：颜色），功能（如：用于画画的）或类别（如：衣服），总共能够选择 25 项功能特性类别任务（如：你看到一个棕色的动物吗？你能找出有纽扣的衣服吗？）","","30-48月","是","0","错误","","0.5","12个","","1","25个","","","","","","",""
"123","里程碑评估-3（30-48个月）","LRFFC","LRFFC（13M）","根据 3 个语言成分（如：动词、形容词、介词、代词）从书上的一页中或从自然环境中选择目标项目，总共能够选择 25 项以特殊疑问句为形式的功能特性类别任务（如：哪一种水果长在树上？）","","30-48月","是","0","错误","","0.5","12个","","1","25个","","","","","","",""
"124","里程碑评估-3（30-48个月）","LRFFC","LRFFC（14M）","根据来自一个主题的 4 个不同而又顺序的功能特性类别问题（牛住在哪里？牛吃什么？谁为牛挤奶？）而从书中或自然环境中选择正确的目标物品，总共能围绕 25 主题选择物品","","30-48月","是","0","错误","","0.5","2个","","1","4个","","","","","","",""
"125","里程碑评估-3（30-48个月）","LRFFC","LRFFC（15M）","通过测试或从已知技能清单上确定，孩子能表现出 1000 个不同的关于功能特性类别的反应","","30-48月","是","0","错误","","0.5","500个","","1","1000个","","","","","","",""
"126","里程碑评估-2（18-30个月）","对话","对话（6M）","完成 10 个任何形式的不同填空短语（如：歌词填空、社会游戏机娱乐填空、动物或物品的声音）","","18-30月","是","0","错误","","0.5","8个","","1","10个","","","","","","",""
"127","里程碑评估-2（18-30个月）","对话","对话（7M）","当别人问“你叫什么名字？”时，孩子能够说出自己的名字","","18-30月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"128","里程碑评估-2（18-30个月）","对话","对话（8M）","完成 25 个不同的填空短语（不包括歌曲）（如：你吃……，你睡在……，鞋和……）","","18-30月","是","0","错误","","0.5","12个","","1","25个","","","","","","",""
"129","里程碑评估-2（18-30个月）","对话","对话（9M）","回答 25 个不同的关于什么的问题（如：你喜欢吃什么？）","","18-30月","是","0","错误","","0.5","12个","","1","25个","","","","","","",""
"130","里程碑评估-2（18-30个月）","对话","对话（10M）","回答 25 个不同的关于谁或哪里的问题（如：谁是你的朋友？你的枕头在哪里？）","","18-30月","是","0","错误","","0.5","12个","","1","25个","","","","","","",""
"131","里程碑评估-3（30-48个月）","对话","对话（11M）","自发地发出 20 个对话性的评论（这也可以是提要求的一部分）（如：爸爸说“我去开车了”，孩子自发地说“我要坐车出去”）","","30-48月","是","0","错误","","0.5","10个","","1","20个","","","","","","",""
"132","里程碑评估-3（30-48个月）","对话","对话（12M）","通过测试或从已知对话能力清单上确定，孩子能表现出 300 个不同的对话性反应","","30-48月","是","0","错误","","0.5","150个","","1","300个","","","","","","",""
"133","里程碑评估-3（30-48个月）","对话","对话（13M）","当大人从书本上读了一小段（15 字以上）后，孩子能够回答 2 个问题，总共能够回应 25 小段（如：把房子吹倒了？）","","30-48月","是","0","错误","","0.5","1个","","1","2个","","","","","","",""
"134","里程碑评估-3（30-48个月）","对话","对话（14M）","能够用 8 个以上的字来描绘 25 个不同的事件、视频、故事等（如：“告诉我发生了什么？”，“大家都被大妖怪吓坏了，全部逃进屋子里了”）","","30-48月","是","0","错误","","0.5","12个","","1","25个","","","","","","",""
"135","里程碑评估-3（30-48个月）","对话","对话（15M）","能就 10 个主题的每一个主题回答 4 个不同而依序的特殊疑问句（如：谁带你去学校？你上哪个学校？你上学带什么东西？）","","30-48月","是","0","错误","","0.5","2个","","1","4个","","","","","","",""
"136","里程碑评估-2（18-30个月）","集体技能","集体技能（6M）","能在集体吃点心或午饭时坐在桌边 3 分钟而没有不良行为","","18-30月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"137","里程碑评估-2（18-30个月）","集体技能","集体技能（7M）","只用一个口头辅助，就能够放好个人物品、排队或会走到桌子边上来","","18-30月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"138","里程碑评估-2（18-30个月）","集体技能","集体技能（8M）","仅需要一次手势或语言辅助就能从一种教室活动过渡到另一种教室活动","","18-30月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"139","里程碑评估-2（18-30个月）","集体技能","集体技能（9M）","能够在小组里坐下并达 5 分钟而没有扰乱行为或企图离开小组","","18-30月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"140","里程碑评估-2（18-30个月）","集体技能","集体技能（10M）","能够在小组里坐达 10 分钟，有 50%的时间能注意老师和材料、并能对老师的 5 个指令做出反应","","18-30月","是","0","错误","","0.5","3个","","1","5个","","","","","","",""
"141","里程碑评估-3（30-48个月）","集体技能","集体技能（11M）","仅在语言辅助下就能使用厕所并洗手","","30-48月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"142","里程碑评估-3（30-48个月）","集体技能","集体技能（12M）","能在 3 个或更多孩子的小组中对 5 个不同的集体指令或问题做出反应，而不需要直接的辅助（如：全体起立，谁穿了红色的T 恤？）","","30-48月","是","0","错误","","0.5","3个","","1","5个","","","","","","",""
"143","里程碑评估-3（30-48个月）","集体技能","集体技能（13M）","能够在集体中独立工作 5 分钟，并能在全过程 50%的时间内做规定的任务","","30-48月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"144","里程碑评估-3（30-48个月）","集体技能","集体技能（14M）","能在一个为时 15 分钟的包括 5 个或更多孩子的集体教学课中学会 2 个新的行为","","30-48月","是","0","错误","","0.5","1个","","1","2个","","","","","","",""
"145","里程碑评估-3（30-48个月）","集体技能","集体技能（15M）","能坐在包括 5 个孩子的小组中上课达 20 分钟而没有破坏性行为，并且回答 5 个对话性问题","","30-48月","是","0","错误","","0.5","3个","","1","5个","","","","","","",""
"146","里程碑评估-2（18-30个月）","语言结构","语言结构（6M）","孩子表达了 10 个命名，而熟悉的大人即使没有看到孩子命名之物也能够明白孩子的意思","","18-30月","是","0","错误","","0.5","8个","","1","10个","","","","","","",""
"147","里程碑评估-2（18-30个月）","语言结构","语言结构（7M）","能够具有 100 个字的听者反应词汇量（如：摸鼻子、跳一下、找钥匙）","","18-30月","是","0","错误","","0.5","50个","","1","100个","","","","","","",""
"148","里程碑评估-2（18-30个月）","语言结构","语言结构（8M）","每天发出 10 个除仿说以外的任何形式的（如：提要求、命名）两个字的短语","","18-30月","是","0","错误","","0.5","8个","","1","10个","","","","","","",""
"149","里程碑评估-2（18-30个月）","语言结构","语言结构（9M）","一天内在 5 个场合发出具有功能意义（即特别有用的节奏、重音、语调）的韵律（如：像“这是我的！”这样把重音放在某个字上）","","18-30月","是","0","错误","","0.5","3个","","1","5个","","","","","","",""
"150","里程碑评估-2（18-30个月）","语言结构","语言结构（10M）","具有 300 个字的讲者词汇量（包括除仿说以外的所有语言操作元素）","","18-30月","是","0","错误","","0.5","150个","","1","300个","","","","","","",""
"151","里程碑评估-3（30-48个月）","语言结构","语言结构（11M）","(此里程碑为英语语法特有项目，中文版不适用)","","30-48月","否","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"152","里程碑评估-3（30-48个月）","语言结构","语言结构（12M）","(此里程碑为英语语法特有项目，中文版不适用)","","30-48月","否","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"153","里程碑评估-3（30-48个月）","语言结构","语言结构（13M）","能够发出 10 个不同的其中包含至少 3 个单字和 2 个修饰字（如：形容词、介词、代词）的名词词组（如：他是我的小木偶、我要巧克力冰淇淋）","","30-48月","是","0","错误","","0.5","1个","","1","2个","","","","","","",""
"154","里程碑评估-3（30-48个月）","语言结构","语言结构（14M）","能够发出 10 个不同的包含至少 3 个词和 2 个修饰词（如：副词、介词、代词）的动词词组（如：更重一点地推我、从台阶往上走）","","30-48月","是","0","错误","","0.5","1个","","1","2个","","","","","","",""
"155","里程碑评估-3（30-48个月）","语言结构","语言结构（15M）","能够将名词词组和动词词组连接起来从而产生 10 个不同的句法正确且其中包含至少 5 个字的句子（如：这狗舔我脸）","","30-48月","是","0","错误","","0.5","3个","","1","5个","","","","","","",""
"156","里程碑评估-3（30-48个月）","阅读","阅读（11M）","当大人为孩子读书时孩子能有 75%的时间注意书籍（TO：3 分钟）","","30-48月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"157","里程碑评估-3（30-48个月）","阅读","阅读（12M）","能够从 5 个字母的组合中选择正确的大写字母，共能选择 10 不同的字母（区别性听者技能）","","30-48月","是","0","错误","","0.5","3个","","1","5个","","","","","","",""
"158","里程碑评估-3（30-48个月）","阅读","阅读（13M）","能在听到指令后命名 10 个大写字母","","30-48月","是","0","错误","","0.5","8个","","1","10个","","","","","","",""
"159","里程碑评估-3（30-48个月）","阅读","阅读（14M）","能够读自己的名字","","30-48月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"160","里程碑评估-3（30-48个月）","阅读","阅读（15M）","能完成 5 个词语和一个数目为 5 的组合中相应图片或实物的配对，反之同理（如：能够将一个书写的鸟字与一张鸟的图片配对）","","30-48月","是","0","错误","","0.5","3个","","1","5个","","","","","","",""
"161","里程碑评估-3（30-48个月）","书写","书写（11M）","在大人书写工具和书写平面进行示范时，孩子能够模仿 5 个不同的书写动作","","30-48月","是","0","错误","","0.5","3个","","1","5个","","","","","","",""
"162","里程碑评估-3（30-48个月）","书写","书写（12M）","能独立的描摹 5 不同的几何图形（如：圆圈、方块、三角形、长方形、五角星）并且描线与原线间距离不大于 1/4 英寸","","30-48月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"163","里程碑评估-3（30-48个月）","书写","书写（13M）","能够仿写 10 个端正可读的字母或数字","","30-48月","是","0","错误","","0.5","8个","","1","10个","","","","","","",""
"164","里程碑评估-3（30-48个月）","书写","书写（14M）","能够拼写而不是仿写自己的可以辨认的名字","","30-48月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"165","里程碑评估-3（30-48个月）","书写","书写（15M）","仿写 26 个大小写字母达到可以辨读的程度","","30-48月","是","0","错误","","0.5","13个","","1","26个","","","","","","",""
"166","里程碑评估-3（30-48个月）","数学","数学（11M）","从听者的角度在一个包含 5 个不同数字的组合中确认 1~5 的数字","","30-48月","是","0","错误","","0.5","3个","","1","5个","","","","","","",""
"167","里程碑评估-3（30-48个月）","数学","数学（12M）","命名 1~5 的数字","","30-48月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"168","里程碑评估-3（30-48个月）","数学","数学（13M）","能从一大堆东西中把 1~5 的东西按数取物（如：给我 4 辆车，好再给我两辆车）","","30-48月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"169","里程碑评估-3（30-48个月）","数学","数学（14M）","从听者的角度确认 8 个包括衡量的比较（如：给我看多的或少的、大的或小的、长的或短的，满的或空的，大声的或轻声的）","","30-48月","是","0","错误","","0.5","6个","","1","8个","","","","","","",""
"170","里程碑评估-3（30-48个月）","数学","数学（15M）","能够在从 1~5 的数字中正确地将一个书写数字与一定的数量和一定数量与一个书写数字相配对（如：将 3的数字与一张画有 3 辆卡车的图画相配对）","","30-48月","是","0","错误","","0.5","部分达标","","1","达标","","","","","","",""
"171","障碍评估","障碍评估","负面行为的评估记分方法","1分 孩子有一些较小的行为问题(如偶尔的哭诉或哭闹)，但它们很短和很快地恢复到普通的情绪\n2分 孩子每天都发生种种小的负面行为(如哭闹、语言拒绝、躺到地上)\n3分 孩子发生更严重和更频繁的负面行为(如发脾气、丢东西、破坏物品)\n4分 负面行为每天发生多次且呈现出对自己和他人造成危险(如攻击、破坏物品或自伤行为)","","","是","1","","","2","","","3","","","4","","","","",""
"172","障碍评估","障碍评估","不听从指令的评估记分方法","1分 某些要求会引起孩子小的固执行为，但孩子通常还是对大人的指令合作的，并且很快地恢复到情境中\n2分 孩子一天中几次发生小脾气或其它固执的行为，当他得不到他想要的东西时，很难让他停止这些行为\n3分 不服从的频率增加，引发不服从行为的情景范围扩大，试图逃避要求的行为的严重程度增加\n4分 孩子的不服从行为成为每天的主要问题，如果大人有要求或者是大人的要求不停止，孩子就会立刻发生强烈和严重的不服从行为，如攻击性或破坏东西的行为","","","是","1","","","2","","","3","","","4","","","","",""
"173","障碍评估","障碍评估","提要求技能问题的评估记分方法","1分 在VB-MAPP里程碑评估中孩子在听者技能和命名方面得分比他在提要求方面的得分高，这表明该孩子提要求的能力落后于他在其他方面的语言技能\n2分 尽管孩子在命名、听者辨别技能和仿说技能方面都很强，他提出要求的数量很少并且局限于小范围的或具体的强化物\n3分 孩子依赖辅助而提要求，并且表现出死记硬背或者猜测的方式，不恰当的要求或者很少自发地提要求\n4分 孩子没有任何功能性的提要求或者以频繁的负面行为来提要求","","","是","1","","","2","","","3","","","4","","","","",""
"174","障碍评估","障碍评估","命名技能问题的评估计分方法","1分 孩子能命名一些物品和有较好的仿说技能，但他的听觉辨别的词汇明显多于他命名的词汇\n2分 孩子命名时出现频繁的错误、猜测，或命名局限于某种方式的辅助(如大人唇形的辅助)和需要频繁的维持训练\n3分 命名明显有缺陷，表现为不能泛化、缺乏自觉性、死记硬背，在训练中表现出逃避行为，或无法超越单一字的命名\n4分 孩子的命名技能基本不存在或局限于几个命名","","","是","1","","","2","","","3","","","4","","","","",""
"175","障碍评估","障碍评估","动作模仿方面问题的评估计分方法","1分 孩子能够模仿，但他在VB-MAPP中模仿得分低于里程碑的其他技能\n2分 孩子容易获得一些粗大动作模仿反应或模仿使用物品，但在精细动作模仿、两步模仿、功能性模仿方面有很大困难\n3分 孩子的模仿局限于肢体或语言的辅助\n4分 孩子没有模仿技能，或者如果他能模仿，但从不自发地或是以功能性的方式去模仿","","","是","1","","","2","","","3","","","4","","","","",""
"176","障碍评估","障碍评估","仿说问题的评估计分方法","1分 孩子能仿说一些声音和词语，但仿说的清晰度和准确性不够\n2分 孩子的仿说局限于元音或少数辅音，或仿说时有明显的延迟\n3分 孩子很少仿说，或仿说时严重失真，难以辨认\n4分 孩子没有仿说能力，或仿说完全不可辨认","","","是","1","","","2","","","3","","","4","","","","",""
"177","障碍评估","障碍评估","视觉感知能力和配对能力的评估计分方法","1分 孩子能完成一些简单的配对任务，但在复杂配对或非相同配对方面有困难\n2分 孩子的视觉配对局限于相同物品配对，不能进行图片配对或分类\n3分 孩子在配对任务中表现出明显的扫视问题或位置偏好\n4分 孩子基本没有视觉配对能力","","","是","1","","","2","","","3","","","4","","","","",""
"178","障碍评估","障碍评估","听者技能问题的评估计分方法","1分 孩子能执行一些简单指令，但听者词汇量明显少于命名词汇量\n2分 孩子的听者反应局限于高频指令或需要视觉辅助才能完成\n3分 孩子的听者技能很弱，经常选错或不回应指令\n4分 孩子基本没有听者反应技能","","","是","1","","","2","","","3","","","4","","","","",""
"179","障碍评估","障碍评估","对话技能问题的评估计分方法","1分 孩子能回答一些简单的填空式问题，但不能进行自发的对话\n2分 孩子的对话局限于死记硬背的回答，不能灵活应对新问题\n3分 孩子很少能回答问题，或回答与问题无关\n4分 孩子没有对话技能","","","是","1","","","2","","","3","","","4","","","","",""
"180","障碍评估","障碍评估","社交技能问题的评估计分方法","1分 孩子对同伴有一些兴趣，但社交互动主要由大人发起\n2分 孩子很少主动与同伴互动，社交行为局限于平行游戏\n3分 孩子回避同伴或在同伴靠近时表现出负面行为\n4分 孩子完全没有社交兴趣或社交技能","","","是","1","","","2","","","3","","","4","","","","",""
"181","障碍评估","障碍评估","依赖辅助的评估计分方法","1分 孩子在某些技能上需要辅助才能完成，但在其他技能上能独立表现\n2分 孩子在大多数技能上都需要辅助，很少自发地表现已学技能\n3分 孩子严重依赖辅助，没有辅助几乎不能完成任何任务\n4分 孩子完全依赖辅助，即使有辅助也经常不能完成任务","","","是","1","","","2","","","3","","","4","","","","",""
"182","障碍评估","障碍评估","随意猜想反应的评估计分方法","1分 孩子偶尔出现猜想反应，但能在辅助下自我纠正\n2分 孩子经常出现猜想反应，需要多次辅助才能给出正确答案\n3分 孩子的猜想反应很频繁，严重影响教学效率\n4分 孩子几乎每次回答都是猜想，无法区分正确和错误的反应","","","是","1","","","2","","","3","","","4","","","","",""
"183","障碍评估","障碍评估","扫视功能的缺失的评估计分方法","1分 孩子能扫视少量物品，但在物品数量增加时出现困难\n2分 孩子的扫视受控于物品位置，经常选择固定位置的物品\n3分 孩子基本不扫视候选物，而是看大人的脸或手来获取线索\n4分 孩子没有扫视能力，随机选择或不做选择","","","是","1","","","2","","","3","","","4","","","","",""
"184","障碍评估","障碍评估","不能进行制约分辨的评估计分方法","1分 孩子能进行简单的单一刺激辨别，但在多重刺激条件下出现困难\n2分 孩子经常只关注问题中的一个关键信息而忽略其他\n3分 孩子在大多数需要制约分辨的任务中都失败\n4分 孩子完全不能进行制约分辨","","","是","1","","","2","","","3","","","4","","","","",""
"185","障碍评估","障碍评估","泛化能力的缺失的评估计分方法","1分 孩子能在相似情境中泛化技能，但在新情境中有困难\n2分 孩子的技能局限于训练时的特定条件，很少自主泛化\n3分 孩子几乎不能泛化，每个新情境都需要重新教学\n4分 孩子完全不能泛化任何技能","","","是","1","","","2","","","3","","","4","","","","",""
"186","障碍评估","障碍评估","较弱或非常规的动机操作的评估计分方法","1分 孩子大部分情况下能对合适的强化物表现出动机操作\n2分 孩子的强化物种类有限，动机操作不稳定\n3分 孩子很少表现出对常规强化物的兴趣，动机操作很弱\n4分 孩子几乎没有可识别的动机操作，很难找到有效的强化物","","","是","1","","","2","","","3","","","4","","","","",""
"187","障碍评估","障碍评估","对反应的要求会减弱动机操作的评估计分方法","1分 较高的反应要求偶尔会减弱孩子的动机\n2分 反应要求的变化经常影响孩子的动机和配合度\n3分 即使是中等程度的反应要求也会显著减弱孩子的动机\n4分 任何反应要求都会导致孩子的动机完全消失，产生严重的逃避行为","","","是","1","","","2","","","3","","","4","","","","",""
"188","障碍评估","障碍评估","对强化物的依赖的评估计分方法","1分 孩子在某些技能上能接受间歇强化，但在新技能上仍需连续强化\n2分 孩子在大多数技能上都需要频繁的实物强化\n3分 孩子严重依赖实物强化物，社交性强化物几乎无效\n4分 孩子完全依赖实物强化物，且强化物的效果持续时间很短","","","是","1","","","2","","","3","","","4","","","","",""
"189","障碍评估","障碍评估","自我刺激的评估计分方法","1分 孩子有一些自我刺激行为，但不影响日常教学\n2分 孩子的自我刺激行为较频繁，有时会干扰教学活动\n3分 孩子的自我刺激行为很频繁，经常干扰教学和其他活动\n4分 孩子的自我刺激行为占据大部分时间，严重影响学习和日常生活","","","是","1","","","2","","","3","","","4","","","","",""
"190","障碍评估","障碍评估","构音问题的评估计分方法","1分 孩子的构音能力在不断进步，大部分词语可以辨认\n2分 孩子的构音有明显问题，约一半的词语难以辨认\n3分 孩子的构音严重不清晰，大部分词语无法辨认\n4分 孩子几乎没有可辨认的语音产出","","","是","1","","","2","","","3","","","4","","","","",""
"191","障碍评估","障碍评估","强迫的行为的评估计分方法","1分 孩子有一些轻微的强迫行为，但不影响日常活动\n2分 孩子的强迫行为较多，有时会影响教学活动的开展\n3分 孩子的强迫行为频繁且强烈，经常干扰教学和日常活动\n4分 孩子的强迫行为严重，如果被要求改变会产生强烈的负面行为","","","是","1","","","2","","","3","","","4","","","","",""
"192","障碍评估","障碍评估","过度多动的行为的评估计分方法","1分 孩子有一些多动表现，但大部分时间能安坐参与活动\n2分 孩子经常表现出多动行为，难以安坐超过几分钟\n3分 孩子的多动行为很频繁，严重影响教学和社交活动\n4分 孩子几乎无法安坐，多动行为占据大部分时间","","","是","1","","","2","","","3","","","4","","","","",""
"193","障碍评估","障碍评估","不能与他人进行眼神接触或者专注于他人的评估计分方法","1分 孩子偶尔能与他人进行眼神接触，但频率较低\n2分 孩子很少主动进行眼神接触，需要辅助才能看向他人\n3分 孩子几乎不与他人进行眼神接触\n4分 孩子完全回避眼神接触","","","是","1","","","2","","","3","","","4","","","","",""
"194","障碍评估","障碍评估","感觉系统防御的评估计分方法","1分 孩子对某些感觉刺激有些许敏感，情况不太严重\n2分 孩子对某些类型的感觉刺激明显敏感，会主动回避\n3分 孩子对多种感觉刺激过度敏感，经常产生强烈的回避反应\n4分 孩子对感觉刺激极度敏感，严重影响日常生活和教学","","","是","1","","","2","","","3","","","4","","","","",""
"195","转衔评估","第一类：VB-MAPP得分和学业独立性","VB-MAPP里程碑评估总分","1分 里程碑评估得分为 0-25 分\n2分 里程碑评估得分为 26-50 分\n3分 里程碑评估得分为 51-100 分\n4分 里程碑评估得分为 101-135 分\n5分 里程碑评估得分为 136-170 分","","","是","1","","","2","","","3","","","4","","","5","",""
"196","转衔评估","第一类：VB-MAPP得分和学业独立性","VB-MAPP障碍评估总分","1分 障碍评估得分为 73-96 分\n2分 障碍评估得分为 49-72 分\n3分 障碍评估得分为 25-48 分\n4分 障碍评估得分为 13-24 分\n5分 障碍评估得分为 0-12 分","","","是","1","","","2","","","3","","","4","","","5","",""
"197","转衔评估","第一类：VB-MAPP得分和学业独立性","在VB-MAPP障碍评估中负面行为和教学控制方面的得分","1分 负面行为和教学控制的障碍评估得分为 7-8 分\n2分 负面行为和教学控制的障碍评估得分为 5-6 分\n3分 负面行为和教学控制的障碍评估得分为 3-4 分\n4分 负面行为和教学控制的障碍评估得分为 1-2 分\n5分 负面行为和教学控制的障碍评估得分为 0 分","","","是","1","","","2","","","3","","","4","","","5","",""
"198","转衔评估","第一类：VB-MAPP得分和学业独立性","在VB-MAPP里程碑评估中教室规则和集体技能方面的得分","1分 集体技能里程碑得分为 0-2 分\n2分 集体技能里程碑得分为 3-4 分\n3分 集体技能里程碑得分为 5-6 分\n4分 集体技能里程碑得分为 7-8 分\n5分 集体技能里程碑得分为 9-10 分","","","是","1","","","2","","","3","","","4","","","5","",""
"199","转衔评估","第一类：VB-MAPP得分和学业独立性","在VB-MAPP里程碑评估中社会行为和社交游戏方面的得分","1分 社交里程碑得分为 0-3 分\n2分 社交里程碑得分为 4-6 分\n3分 社交里程碑得分为 7-9 分\n4分 社交里程碑得分为 10-12 分\n5分 社交里程碑得分为 13-15 分","","","是","1","","","2","","","3","","","4","","","5","",""
"200","转衔评估","第一类：VB-MAPP得分和学业独立性","独立完成学业任务的能力","1分 孩子不能独立完成任何学业任务\n2分 孩子能在持续辅助下完成简单任务\n3分 孩子能在最少辅助下独立完成部分任务\n4分 孩子能独立完成大部分适龄任务\n5分 孩子能独立完成所有适龄学业任务","","","是","1","","","2","","","3","","","4","","","5","",""
"201","转衔评估","第二类：学习模式","技能泛化于时间、环境、行为、材料和人物","1分 技能几乎不能泛化到新的情境\n2分 技能能在相似情境中部分泛化\n3分 技能能在多数情境中泛化，偶尔需要辅助\n4分 技能能在大多数新情境中自主泛化\n5分 技能能在所有情境中自主泛化","","","是","1","","","2","","","3","","","4","","","5","",""
"202","转衔评估","第二类：学习模式","能够产生强化作用的物品和活动种类","1分 有效强化物极少，仅限于1-2种\n2分 有效强化物较少，主要是实物强化物\n3分 有一定数量的强化物，包括部分社交性强化物\n4分 强化物种类较多，社交性强化物有效\n5分 强化物种类丰富，社交性和自然强化物均有效","","","是","1","","","2","","","3","","","4","","","5","",""
"203","转衔评估","第二类：学习模式","习得新技能的速度","1分 习得新技能非常缓慢，需要大量回合训练\n2分 习得新技能较慢，需要较多回合训练\n3分 习得新技能速度中等\n4分 习得新技能较快，少量训练即可掌握\n5分 习得新技能很快，经常一次训练即可掌握","","","是","1","","","2","","","3","","","4","","","5","",""
"204","转衔评估","第二类：学习模式","新技能的保持","1分 新技能很快遗忘，需要频繁复习\n2分 新技能保持时间较短，需要定期复习\n3分 新技能能保持一段时间，偶尔需要复习\n4分 新技能能长期保持，很少需要复习\n5分 新技能能永久保持，无需复习","","","是","1","","","2","","","3","","","4","","","5","",""
"205","转衔评估","第二类：学习模式","从自然环境中学习","1分 孩子几乎不能从自然环境中学习\n2分 孩子偶尔能从自然环境中学习简单技能\n3分 孩子能从自然环境中学习部分技能\n4分 孩子能从自然环境中学习大部分技能\n5分 孩子能像正常儿童一样从自然环境中学习","","","是","1","","","2","","","3","","","4","","","5","",""
"206","转衔评估","第二类：学习模式","未经训练就能表现出语言操作元素之间的转换","1分 语言操作之间几乎不能自发转换\n2分 语言操作之间偶尔能自发转换\n3分 语言操作之间能部分自发转换\n4分 语言操作之间大部分能自发转换\n5分 语言操作之间能完全自发转换","","","是","1","","","2","","","3","","","4","","","5","",""
"207","转衔评估","第三类：自理能力、独立性和自我指导","对变化的适应能力","1分 对任何变化都产生强烈的负面反应\n2分 对变化适应困难，需要大量辅助\n3分 对变化能逐渐适应，需要一些辅助\n4分 对大部分变化能较好适应\n5分 对变化能灵活适应，无需辅助","","","是","1","","","2","","","3","","","4","","","5","",""
"208","转衔评估","第三类：自理能力、独立性和自我指导","自发行为","1分 几乎没有自发行为，完全依赖辅助\n2分 偶尔有自发行为，大部分时间需要辅助\n3分 有一些自发行为，但频率较低\n4分 经常表现出自发行为\n5分 自发行为频繁且恰当","","","是","1","","","2","","","3","","","4","","","5","",""
"209","转衔评估","第三类：自理能力、独立性和自我指导","自主玩耍和休闲","1分 不能独立玩耍，需要大人持续引导\n2分 能独立玩耍很短时间（1-2分钟）\n3分 能独立玩耍5-10分钟\n4分 能独立玩耍15分钟以上\n5分 能自主选择并独立进行适龄的游戏活动","","","是","1","","","2","","","3","","","4","","","5","",""
"210","转衔评估","第三类：自理能力、独立性和自我指导","基本的自理能力","1分 基本自理完全依赖大人\n2分 能在大量辅助下完成部分自理任务\n3分 能在少量辅助下完成大部分自理任务\n4分 能独立完成大部分自理任务\n5分 能独立完成所有适龄自理任务","","","是","1","","","2","","","3","","","4","","","5","",""
"211","转衔评估","第三类：自理能力、独立性和自我指导","如厕能力","1分 完全不能独立如厕\n2分 能在辅助下完成部分如厕步骤\n3分 能在提醒下独立如厕\n4分 大部分时间能独立如厕\n5分 能完全独立如厕，包括所有常规步骤","","","是","1","","","2","","","3","","","4","","","5","",""
